head,head_type,relation,tail,tail_type,source,description,weight
泊沙康唑,西药,一线治疗,侵袭性曲霉病,疾病,guideline,"""Posaconazole is a first-line drug for the initial treatment of Invasive Aspergillosis.""<SEP>""泊沙康唑治疗侵袭性曲霉病疗效非劣于伏立康唑。""",18.0
泊沙康唑,西药,相关指南,初级预防,其他治疗,guideline,"""泊沙康唑是国内指南推荐用于恶性血液病患者初级预防的抗真菌药物。""",8.0
曲霉菌分离株,病原体,贮藏,水储存,其他治疗,guideline,"""水储存是曲霉菌分离株长期保存的一种方法。""",7.0
曲霉菌分离株,病原体,贮藏,矿物油下储存,其他治疗,guideline,"""矿物油下储存是曲霉菌分离株长期保存的一种方法。""",7.0
曲霉菌分离株,病原体,贮藏,硅胶储存,其他治疗,guideline,"""硅胶储存是曲霉菌分离株长期保存的一种方法。""",7.0
曲霉菌分离株,病原体,贮藏,冷冻干燥,其他治疗,guideline,"""冷冻干燥是曲霉菌分离株长期保存的一种方法。""",7.0
曲霉菌分离株,病原体,贮藏,低温冷冻（-80摄氏度）,其他治疗,guideline,"""低温冷冻（-80摄氏度）是曲霉菌分离株长期保存的一种方法。""",7.0
曲霉菌分离株,病原体,贮藏,陶瓷珠,其他治疗,guideline,"""陶瓷珠是曲霉菌分离株长期保存的一种方法。""",7.0
曲霉菌分离株,病原体,贮藏,液氮,其他治疗,guideline,"""液氮是曲霉菌分离株长期保存的一种方法。""",7.0
曲霉菌分离株,病原体,贮藏,重复亚培养,其他治疗,guideline,"""重复亚培养是曲霉菌分离株短期保存的一种方法。""",7.0
液氮,其他治疗,治疗,冷冻治疗,其他治疗,guideline,"""液氮是冷冻治疗的介质，用于治疗皮肤型利什曼病。""",8.0
bio-rad,诊疗技术及设备,检查,platelia candida ag and ab,检查,guideline,"""Platelia Candida Ag and Ab test is manufactured by BioRad company for invasive candidiasis diagnosis.""",9.0
临床折点,指南建议,诊断依据,多黏菌素类药物,西药,guideline,"""临床折点是本共识推荐的多黏菌素类药物敏感试验标准。""",18.0
检测方法,检查,检查,侵袭性皮肤软组织感染,疾病,guideline,"""检测方法是侵袭性皮肤软组织感染的诊断技术。""",8.0
抗真菌药物,药物,监测指标,药物疗效监测（tdm）,检查,guideline,"""药物疗效监测（TDM）是优化抗真菌药物疗效和减少毒性的关键措施。""",9.0
抗真菌药物,药物,检查,真菌培养和鉴定,检查,guideline,"""真菌培养和鉴定的结果（包括体外药敏检测）可指导抗真菌药物的选择。""",9.0
抗真菌药物,药物,检查,体外药敏检测,诊疗技术及设备,guideline,"""体外药敏检测结果直接影响抗真菌药物的选择。""",9.0
抗真菌药物,药物,注意事项,半乳甘露聚糖,病原体,guideline,"""应用抗真菌药物可导致GM实验出现假阴性。""",7.0
抗真菌药物,药物,适应症,重症医院获得性肺炎,其他治疗,guideline,"""抗真菌药物用于治疗重症医院获得性肺炎合并真菌感染。""",8.0
抗真菌药物,药物,适应症,脓毒血症,疾病,guideline,"""抗真菌药物用于治疗泌尿道真菌感染所致脓毒血症。""",8.0
抗真菌药物,药物,用法用量,child-pugh分级,检查,guideline,"""推荐根据患者肝功能Child-Pugh分级选用抗真菌药物和剂量调整。""",9.0
抗真菌药物,药物,耐药性,毛霉菌,病原体,guideline,"""毛霉菌对大多数抗真菌药物天然耐药，治疗选择有限。""",9.0
抗真菌药物,药物,注意事项,重症肝病,疾病,guideline,"""重症肝病患者使用抗真菌药物存在肝损害风险，且目前无证据显示预防性抗真菌治疗能让其获益。""",7.0
抗真菌药物,药物,注意事项,角膜移植,手术治疗,guideline,"""供体角膜存储液中不含抗真菌药物，因为术后感染率低。""",7.0
抗真菌药物,药物,注意事项,肺恶性肿瘤,疾病,guideline,"""抗真菌药物用于治疗肺真菌感染，但不用于治疗肺恶性肿瘤。""",1.0
抗真菌药物,药物,治疗,真菌病,疾病,guideline,"""抗真菌药物是真菌病的主要治疗药物。""",9.0
抗真菌药物,药物,注意事项,妊娠或哺乳期,流行病学,guideline,"""妊娠或哺乳期患者使用抗真菌药物需谨慎选择。""",8.0
抗真菌药物,药物,分类,制霉菌素,西药,guideline,"""制霉菌素是抗真菌药物的一种。""",9.0
抗真菌药物,药物,分类,两性霉素b去氧胆酸盐,指南建议,guideline,"""两性霉素B去氧胆酸盐是抗真菌药物的一种。""",9.0
抗真菌药物,药物,药品分类,两性霉素b脂质复合体,西药,guideline,"""两性霉素B脂质复合体是抗真菌药物的一种。""",9.0
抗真菌药物,药物,药品分类,氟胞嘧啶,西药,guideline,"""Flucytosine is a specific antifungal drug.""<SEP>""氟胞嘧啶是抗真菌药物的一种。""",29.0
抗真菌药物,药物,药品分类,特比萘芬,西药,guideline,"""Terbinafine is a specific antifungal drug.""<SEP>""特比萘芬属于抗真菌药物。<SEP>""特比萘芬是抗真菌药物的一种。""",39.0
抗真菌药物,药物,分类,药物分类,指南建议,guideline,"""药物分类包括抗真菌药物。",9.0
抗真菌药物,药物,适应症,肺移植手术部位感染,疾病,guideline,"""抗真菌药物（如棘白菌素类、三唑类）可用于肺移植手术部位感染的抗真菌治疗。""",8.0
抗真菌药物,药物,治疗,念珠菌属,病原体,guideline,"""抗真菌药物是治疗念珠菌属心内膜炎的必需药物，需与瓣膜置换联合。""",10.0
抗真菌药物,药物,治疗,曲菌属,病原体,guideline,"""抗真菌药物是治疗曲菌属心内膜炎的必需药物，需与瓣膜置换联合。""",10.0
抗真菌药物,药物,不良反应,胃肠道毒性反应,症状,guideline,"""抗真菌药物可能导致新生儿出现胃肠道毒性反应。",8.0
抗真菌药物,药物,药品监管分级,危险分级（旧）,指南建议,guideline,"""抗真菌药物有对应的危险分级。",9.0
抗真菌药物,药物,注意事项,哺乳期用药,流行病学,guideline,"""抗真菌药物是哺乳期用药的一种。",9.0
抗真菌药物,药物,药品分类,阿尼芬净,西药,guideline,"""Anidulafungin is a specific antifungal drug.""<SEP>""阿尼芬净是抗真菌药物的一种。""",29.0
抗真菌药物,药物,药品分类,灰黄霉素,西药,guideline,"""Griseofulvin is a specific antifungal drug.""",20.0
抗真菌药物,药物,药品分类,艾瑞芬净,西药,guideline,"""Ibrexafungerp is a specific antifungal drug.""",20.0
抗真菌药物,药物,药品分类,艾沙康唑,西药,guideline,"""Isavuconazole is a specific antifungal drug.""",20.0
抗真菌药物,药物,药品分类,酮康唑,西药,guideline,"""Ketoconazole is a specific antifungal drug.""<SEP>""酮康唑是抗真菌药物的一种。""",29.0
抗真菌药物,药物,药品分类,otesconazole,西药,guideline,"""Otesconazole is a specific antifungal drug.""",20.0
抗真菌药物,药物,分类,棘白菌素类,药物,guideline,"""棘白菌素类是抗真菌药物的一类，包括阿尼芬净、卡泊芬净、米卡芬净。""",9.0
抗真菌药物,药物,分类,三萜类,西药,guideline,"""三萜类是抗真菌药物的一类，包括艾瑞芬净。""",9.0
抗真菌药物,药物,适应症,真菌感染,疾病,guideline,"""抗真菌药物用于治疗真菌感染。""",9.0
抗真菌药物,药物,分类,抗微生物药,西药,guideline,"""抗真菌药物是抗微生物药的一个子类，用于治疗真菌感染。""",9.0
抗真菌药物,药物,药品分类,脂质体两性霉素b,西药,guideline,"""脂质体两性霉素B是抗真菌药物的一种，用于治疗严重真菌感染。""",9.0
抗真菌药物,药物,药品分类,ibrexafungerp,西药,guideline,"""Ibrexafungerp是抗真菌药物的一种。""",9.0
抗真菌药物,药物,药品分类,硫酸艾莎康唑,其他治疗,guideline,"""硫酸艾莎康唑是抗真菌药物的一种。""",9.0
抗真菌药物,药物,药品分类,伊曲康唑口服液,西药,guideline,"""伊曲康唑口服液是抗真菌药物的一种。""",9.0
抗真菌药物,药物,治疗,诱导期,流行病学,guideline,"""诱导期是抗真菌药物治疗的第一阶段。""",8.0
抗真菌药物,药物,治疗,巩固期,流行病学,guideline,"""巩固期是抗真菌药物治疗的第二阶段。""",8.0
抗真菌药物,药物,治疗,维持期,流行病学,guideline,"""维持期是抗真菌药物治疗的第三阶段。""",8.0
最低抑菌浓度（mic）,病原体,检查,auc,检查,guideline,"""AUC与最低抑菌浓度（MIC）的比值常用于评价抗菌药物的疗效。""",18.0
棘白菌素类药物,西药,预防,心脏移植,其他治疗,guideline,"""棘白菌素类药物用于心脏移植患者的侵袭性真菌感染针对性预防。""",7.0
棘白菌素类药物,西药,预后,侵袭性真菌感染（ia）,疾病,guideline,"""棘白菌素类药物能降低侵袭性真菌感染的发生率和相关死亡率。""",8.0
棘白菌素类药物,西药,推荐用药,自发性真菌性腹膜炎,疾病,guideline,"""棘白菌素类药物是ESLD合并自发性真菌性腹膜炎患者的优先治疗选择。""",9.0
棘白菌素类药物,西药,联合用药,肝移植,其他治疗,guideline,"""肝移植围手术期抗感染用药必要时联合使用棘白菌素类药物。""",8.0
棘白菌素类药物,西药,适应症,肾移植手术部位感染,疾病,guideline,"""棘白菌素类药物可用于治疗肾移植手术部位感染中的真菌感染。""",7.0
棘白菌素类药物,西药,适应症,小肠移植,诊疗技术及设备,guideline,"""针对耐氟康唑的假丝酵母菌感染，小肠移植SSI可使用棘白菌素类药物。""",9.0
棘白菌素类药物,西药,适应症,侵袭性曲霉病,疾病,guideline,"""Echinocandins are used for prophylaxis and treatment of Invasive Aspergillosis; breakthrough infections may necessitate a switch to L-AmB.""<SEP>""棘白菌素类药物常与L-AmB联合用于治疗难治性侵袭性曲霉病。""",16.0
棘白菌素类药物,西药,发病机制,cyp450酶,病原体,guideline,"""棘白菌素类药物主要在肝脏通过CYP450酶代谢。""",8.0
棘白菌素类药物,西药,推荐用药,念珠菌血症,疾病,guideline,"""棘白菌素类药物是念珠菌血症患者初始治疗的首选推荐药物。""",10.0
棘白菌素类药物,西药,适应症,生物膜,病原体,guideline,"""棘白菌素类药物对念珠菌生物膜有较强抗菌活性，推荐用于血管内导管、支架等植入物相关念珠菌感染。""",9.0
棘白菌素类药物,西药,适应症,血管内导管,诊疗技术及设备,guideline,"""棘白菌素类药物推荐用于血管内导管相关念珠菌感染，尤其是当导管不能拔除或置换时。""",8.0
棘白菌素类药物,西药,适应症,支架,诊疗技术及设备,guideline,"""棘白菌素类药物推荐用于支架相关念珠菌感染，尤其是当支架不能拔除或置换时。""",8.0
棘白菌素类药物,西药,适应症,植入物相关念珠菌感染,其他治疗,guideline,"""棘白菌素类药物推荐用于植入物相关念珠菌感染的治疗。""",8.0
a. lentulus,病原体,耐药性,antifungal drug resistance,流行病学,guideline,"""A. lentulus (a cryptic species) possesses innate resistance to antifungal drugs.""",18.0
敏感菌株,病原体,替代用药,降阶梯治疗,其他治疗,guideline,"""Susceptible strains of Candida are eligible for step-down therapy with Fluconazole.""",7.0
脂质体两性霉素b,西药,推荐用药,毛霉病 (mucormycosis),疾病,guideline,"""脂质体两性霉素B是治疗毛霉病的首选抗真菌药物，推荐剂量为5-10 mg/kg。""",10.0
脂质体两性霉素b,西药,推荐剂量,脑部受累,症状,guideline,"""脑部受累时，推荐使用10 mg/kg的脂质体两性霉素B进行治疗。""",9.0
脂质体两性霉素b,西药,推荐用药,心脏移植术后 (sot),手术治疗,guideline,"""心脏移植术后患者，推荐使用10 mg/kg的脂质体两性霉素B进行治疗。""",9.0
脂质体两性霉素b,西药,治疗,毛霉病,疾病,guideline,"""脂质体两性霉素B是毛霉病的传统治疗药物。""",9.0
脂质体两性霉素b,西药,适应症,念珠菌属,病原体,guideline,"""脂质体两性霉素B用于治疗念珠菌感染。""",9.0
脂质体两性霉素b,西药,注意事项,实际体重,其他治疗,guideline,"""脂质体两性霉素B的剂量调整需考虑实际体重，但重症患者可能需用实际体重。""",7.0
脂质体两性霉素b,西药,注意事项,临床结局,流行病学,guideline,"""脂质体两性霉素B的剂量选择基于临床结局的回顾性分析。""",7.0
脂质体两性霉素b,西药,推荐剂量,体重≥100kg,流行病学,guideline,"""基于回顾性分析，体重≥100kg的患者应用脂质体两性霉素B时，推荐使用固定剂量（如500mg）。""",9.0
脂质体两性霉素b,西药,推荐剂量,校正体重,流行病学,guideline,"""脂质体两性霉素B的剂量计算通常推荐使用校正体重（理想体重+0.4*(实际体重-理想体重)）。""",9.0
脂质体两性霉素b,西药,商品名,ambisome,西药,guideline,"""AmBisome是脂质体两性霉素B的商品名。""",10.0
脂质体两性霉素b,西药,分类,非脂质体两性霉素b,西药,guideline,"""Both are formulations of amphotericin B, an antifungal medication.""",8.0
脂质体两性霉素b,西药,治疗,外科清创,其他治疗,guideline,"""脂质体两性霉素B与外科清创联合使用是毛霉菌病的标准治疗方案。""",9.0
脂质体两性霉素b,西药,治疗,外科切除,手术治疗,guideline,"""脂质体两性霉素B与外科切除联合使用是毛霉菌病的标准治疗方案。""",9.0
吸收,其他治疗,药物相互作用,头孢呋辛（酯）,西药,guideline,"""抗酸剂可减少头孢呋辛（酯）的吸收。""",7.0
吸收,其他治疗,相关,药物,药物,guideline,"""药物有吸收率，这是药物进入血液循环的比例。""",9.0
吸收,其他治疗,注意事项,酮康唑,西药,guideline,"""酮康唑的吸收需要胃酸，受药物影响。""",8.0
吸收,其他治疗,用法用量,脂肪餐,其他治疗,guideline,"""脂肪餐增加阿苯达唑吸收。""",9.0
代谢,流行病学,相关,布罗福韦酯,西药,guideline,"""布罗福韦酯通过代谢排泄。""",8.0
代谢,流行病学,相关,特考韦瑞,西药,guideline,"""特考韦瑞通过代谢排泄。""",9.0
代谢,流行病学,相关,帕利珠单抗,西药,guideline,"""帕利珠单抗通过代谢排泄。""",9.0
代谢,流行病学,相关,阿巴卡韦,西药,guideline,"""阿巴卡韦通过代谢（非CYP）排泄。""",9.0
代谢,流行病学,相关,去羟肌苷,西药,guideline,"""去羟肌苷通过代谢排泄。""",8.0
代谢,流行病学,相关,恩曲他滨,西药,guideline,"""恩曲他滨通过代谢排泄。""",8.0
代谢,流行病学,相关,拉米夫定,西药,guideline,"""拉米夫定通过代谢排泄。""",8.0
代谢,流行病学,相关,司他夫定,西药,guideline,"""司他夫定通过代谢排泄。""",8.0
代谢,流行病学,相关,丙酚替诺福韦（taf）,西药,guideline,"""丙酚替诺福韦（TAF）通过代谢排泄。""",9.0
代谢,流行病学,相关,替诺福韦二吡呋酯（tdf）,西药,guideline,"""替诺福韦二吡呋酯（TDF）通过代谢排泄。""",9.0
代谢,流行病学,相关,多拉韦林（dor）,西药,guideline,"""多拉韦林（DOR）通过代谢排泄。""",9.0
代谢,流行病学,相关,依非韦伦（efv）,西药,guideline,"""依非韦伦（EFV）通过代谢排泄。""",9.0
代谢,流行病学,相关,药物,药物,guideline,"""药物影响代谢。""<SEP>""药物通过代谢排泄，代谢是药物在体内转化的过程。""",17.0
