name,name_raw,entity_type_unified,description
美罗培南1~2gi.v.q.8h~,美罗培南1~2GI.V.Q.8H~,西药,"""指美罗培南1~2g静脉注射每8小时一次的给药方案。"""
±万古霉素或利奈唑胺或替考拉宁,±万古霉素或利奈唑胺或替考拉宁,西药,"""指在基础治疗上，可加用万古霉素、利奈唑胺或替考拉宁治疗MRSA。"""
经验性使用2种抗假单胞菌药,经验性使用2种抗假单胞菌药,指南建议,"""指在怀疑铜绿假单胞菌感染时，经验性地使用两种针对该菌的抗生素，以覆盖可能的耐药菌并增强疗效。""<SEP>""指经验性地使用两种针对铜绿假单胞菌的抗生素。""<SEP>""经验性使用2种抗假单胞菌药是针对疑似铜绿假单胞菌感染的血流感染的治疗策略，以提高覆盖范围和疗效。"""
铜绿假单胞菌治疗,铜绿假单胞菌治疗,指南建议,"""指针对铜绿假单胞菌感染的治疗方案。"""
食道超声,食道超声,检查,"""食道超声是诊断感染性心内膜炎的重要检查方法，可清晰显示心脏瓣膜结构和赘生物，有助于评估病情和决定是否需要手术治疗。"""
拔除导管,拔除导管,其他治疗,"""拔除导管是治疗导管相关血流感染的关键措施，可去除感染源，提高治疗效果。对于金黄色葡萄球菌感染的导管相关血流感染，必须拔除导管。""<SEP>""拔除导管是血流感染的指南建议之一，用于消除感染源。""<SEP>""治疗血流感染的关键措施，特别是非中性粒细胞缺乏患者，应尽可能拔除所有血管内导管。"""
根霉,根霉,病原体,"""根霉是一种真菌病原体，可引起感染。""<SEP>""根霉是一种真菌，可引起毛霉病，是一种侵袭性真菌感染。治疗常选用两性霉素B脂质体等药物。"""
杰氏棒状杆菌,杰氏棒状杆菌,病原体,"""杰氏棒状杆菌是一种革兰氏阳性杆菌，可引起血流感染，尤其在免疫功能低下患者中。治疗需根据药敏结果选择抗菌药物。"""
糠秕马拉色菌,糠秕马拉色菌,病原体,"""糠秕马拉色菌是一种酵母菌，可引起血流感染，尤其在长期使用脂肪乳的患者中。治疗常选用氟康唑等抗真菌药物。"""
氯唑西林,氯唑西林,西药,"""Cloxacillin is a semi-synthetic penicillinase-resistant penicillin recommended for treating mild infections with gram-positive cocci.""<SEP>""氯唑西林是一种耐酶青霉素，对产β-内酰胺酶的葡萄球菌（如MSSA）有抗菌活性，常用于治疗感染性心内膜炎。""<SEP>""氯唑西林是耐酶青霉素，用于治疗MSSA及MSSE引起的感染，剂量为5-12.5mg/kg i.v.q.6h。""<SEP>""耐酶青霉素类抗生素，对产β-内酰胺酶的葡萄球菌有效。""<SEP>""氯唑西林是一种耐青霉素酶的青霉素类抗生素，剂型包括胶囊。药代动力学参数包括血药浓度、蛋白结合率、分布容积和清除率。"""
泌尿系统梗阻,泌尿系统梗阻,疾病,"""泌尿系统梗阻是泌尿系感染的易感因素，可导致感染难以控制。治疗需解除梗阻，如手术或放置导管。"""
瓣膜周围感染,瓣膜周围感染,疾病,"""瓣膜周围感染是感染性心内膜炎的严重并发症，常需手术治疗。"""
多发栓塞,多发栓塞,疾病,"""多发栓塞是感染性心内膜炎的并发症，可导致器官梗死，是手术治疗的适应证之一。"""
巨大赘生物,巨大赘生物,疾病,"""巨大赘生物（>10mm）是感染性心内膜炎的特征之一，易导致栓塞，是手术治疗的适应证之一。"""
合并糖尿病/肾衰,合并糖尿病/肾衰,疾病,"""合并糖尿病或肾衰是感染性心内膜炎的危险因素，可能影响治疗选择和预后。"""
眼科会诊,眼科会诊,其他治疗,"""一种临床评估，所有念珠菌血症患者均需进行，以检查眼部受累情况。""<SEP>""眼科会诊是治疗念珠菌血流感染的重要措施，以评估和治疗可能的眼部播散感染。""<SEP>""眼内炎/视网膜炎患者必需的检查，由眼科医生评估病情。""<SEP>""眼科会诊是念珠菌血症患者的常规处理措施，因为10%的念珠菌血症患者会发生眼内炎/视网膜炎。""<SEP>""眼科会诊是眼内炎/视网膜炎患者必须进行的专科评估，以确诊和指导治疗。"""
停止输注脂肪乳,停止输注脂肪乳,其他治疗,"""停止输注脂肪乳是治疗糠秕马拉色菌血流感染的关键措施，可去除感染源。"""
覆盖革兰氏阴性杆菌和肠球菌,覆盖革兰氏阴性杆菌和肠球菌,指南建议,"""覆盖革兰氏阴性杆菌和肠球菌是血流感染经验性治疗的基本要求，以确保初始治疗的有效性。"""
无须经验覆盖mrsa、肠球菌、念珠菌,无须经验覆盖MRSA、肠球菌、念珠菌,指南建议,"""无须经验覆盖MRSA、肠球菌、念珠菌是某些特定感染（如继发性血流腹膜炎）的经验性治疗原则，以避免不必要的广谱抗菌药物使用。"""
请感染科会诊,请感染科会诊,指南建议,"""请感染科会诊是处理复杂血流感染、感染性心内膜炎等疾病的重要建议，以获得专业指导。"""
应重视血培养,应重视血培养,指南建议,"""应重视血培养是诊断血流感染的关键建议，强调在用药前采集多套标本以提高诊断率。"""
手术适应证,手术适应证,指南建议,"""手术适应证是感染性心内膜炎治疗的重要指南建议，包括心力衰竭、瓣膜周围感染、多发栓塞、巨大赘生物、耐药菌感染、真菌感染等。""<SEP>""明确需要进行外科手术干预的临床情况，如心力衰竭、持续性感染、栓塞事件等。"""
右侧心内膜炎,右侧心内膜炎,部位,"""右侧心内膜炎是感染性心内膜炎的一种类型，达托霉素仅限于治疗右侧心内膜炎，且剂量应达10mg/(kg·d<SEP>""右侧心内膜炎是指右心系统（三尖瓣、肺动脉瓣）的感染性心内膜炎，常见于吸毒者，治疗可选用达托霉素等药物。""<SEP>""感染性心内膜炎的一种类型，累及右侧心脏瓣膜（三尖瓣），常见于静脉吸毒者。"""
人工瓣膜早期,人工瓣膜早期,疾病,"""人工瓣膜早期感染性心内膜炎是指人工瓣膜术后2个月内发生的感染性心内膜炎，常见病原体包括表皮葡萄球菌、金黄色葡萄球菌等。"""
人工瓣膜后期,人工瓣膜后期,疾病,"""人工瓣膜后期感染性心内膜炎是指人工瓣膜术后2个月后发生的感染性心内膜炎，常见病原体包括链球菌、表皮葡萄球菌等。"""
静脉脂肪乳,静脉脂肪乳,其他治疗,"""静脉脂肪乳是血流感染的潜在来源，尤其与糠秕马拉色菌感染相关，停止输注是治疗措施。"""
静脉营养,静脉营养,其他治疗,"""静脉营养是血流感染的潜在来源，尤其与导管相关感染相关，拔除导管是治疗措施。"""
覆盖,覆盖,指南建议,"""包括在内。""<SEP>""抗菌药物覆盖病原体的范围。""<SEP>""覆盖是治疗心室辅助装置相关感染的建议，剂量应达10mg/(kg·d<SEP>""指抗生素的抗菌谱包含特定病原体，预防方案需覆盖目标手术部位感染的常见病原体。"""
剂量应达10mg/(kg·d),剂量应达10MG/(KG·D),指南建议,"""剂量应达10mg/(kg·d"
松钠,松钠,西药,"""松钠是一种西药，用于静脉注射，剂量为2.0g，每日一次。"""
真菌性,真菌性,疾病,"""真菌性感染是由真菌引起的感染性疾病。"""
两性gdi,两性GDI,西药,"""两性gdi（可能指两性霉素B）是一种抗真菌药物，用于治疗真菌感染。"""
留置静脉导管感染,留置静脉导管感染,疾病,"""留置静脉导管感染是由于静脉导管留置引起的感染性疾病。"""
隧道型静脉导管和输液装置感染,隧道型静脉导管和输液装置感染,疾病,"""隧道型静脉导管和输液装置感染是发生在隧道型静脉导管和输液装置部位的感染性疾病。"""
明串珠菌,明串珠菌,病原体,"""明串珠菌是一种细菌病原体，对万古霉素耐药。"""
乳酸杆菌,乳酸杆菌,病原体,"""乳酸杆菌是一种细菌病原体，对万古霉素耐药。"""
双腔血透导静脉营养,双腔血透导静脉营养,诊疗技术及设备,"""双腔血透导静脉营养是一种用于血液透析和静脉营养支持的诊疗技术及设备。"""
糠枇马拉色菌,糠枇马拉色菌,病原体,"""糠枇马拉色菌是一种真菌病原体，可引起感染。"""
颈静脉感染性静脉炎,颈静脉感染性静脉炎,疾病,"""一种由坏死梭杆菌等病原体引起的颈静脉感染，常合并肺和体循环血栓形成。""<SEP>""颈静脉感染性静脉炎是发生在颈静脉的感染性炎症性疾病。"""
坏死梭菌,坏死梭菌,病原体,"""坏死梭菌是一种厌氧菌，是Lemierre综合征的主要病原体。""<SEP>""坏死梭菌是一种细菌病原体，可引起感染。"""
颈动脉,颈动脉,部位,"""颈动脉是颈部的主要动脉血管。""<SEP>""颈部血管，颈静脉感染性静脉炎的病变可能侵蚀颈动脉，导致破裂风险。"""
咽旁区,咽旁区,部位,"""咽旁区是位于咽部周围的解剖区域。"""
体循环血栓,体循环血栓,疾病,"""体循环血栓是发生在体循环系统中的血栓性疾病。"""
感染性盆腔静脉炎,感染性盆腔静脉炎,疾病,"""Septic pelvic phlebitis, inflammation of pelvic veins due to infection.""<SEP>""感染性盆腔静脉炎是发生在盆腔静脉的感染性炎症性疾病。"""
拟杆菌,拟杆菌,病原体,"""厌氧菌，对美罗培南可能更耐药。""<SEP>""拟杆菌是一种细菌病原体，可引起感染。""<SEP>""拟杆菌是一类厌氧菌，是腹膜炎、胆道感染的常见病原体。""<SEP>""拟杆菌是一类革兰阴性厌氧菌，可引起腹腔感染等。""<SEP>""拟杆菌是引起感染性流产的厌氧病原体之一，包括二路普雷沃菌。"""
奥硝唑,奥硝唑,西药,"""Ornidazole is an antiprotozoal and antibacterial drug used as an alternative treatment for amoebic dysentery and extraintestinal amoebiasis.""<SEP>""一种硝基咪唑类抗菌药物，主要在肝内代谢，4%可见转氨酶和胆红素升高等肝功能异常，肝功能损害时单次剂量不变，给药间隔加倍。""<SEP>""一种硝基咪唑类抗菌药物，对脆弱拟杆菌有效。""<SEP>""奥硝唑是一种抗厌氧菌药物，用于治疗厌氧菌感染。""<SEP>""奥硝唑是一种硝基咪唑类抗生素，用于治疗厌氧菌感染。""<SEP>""奥硝唑是一种硝基咪唑类抗生素，用于治疗厌氧菌感染，可作为甲硝唑的替代品。""<SEP>""奥硝唑是硝基咪唑类抗菌药物，可能引起神经系统反应（如排尿困难、多尿、尿失禁、黑尿）、肝毒性、双硫仑样反应、静脉炎、无菌性脑膜炎、心脏停搏等不良反应。""<SEP>""奥硝唑是第三代硝基咪唑类抗菌药物，用于治疗厌氧菌感染。文中提及口服给药剂量为1.5g，半衰期约14小时，蛋白结合率63%，肾排泄率4.1%。"""
氨苄南,氨苄南,西药,"""氨苄南（可能指氨苄西林）是一种抗生素，用于治疗敏感菌感染。"""
口服抗凝药物,口服抗凝药物,西药,"""口服抗凝药物是一类用于预防和治疗血栓的药物。"""
长期使用静脉导管感染的预防,长期使用静脉导管感染的预防,其他治疗,"""长期使用静脉导管感染的预防是针对长期使用静脉导管患者采取的预防感染的措施。"""
锁骨下静脉,锁骨下静脉,部位,"""锁骨下静脉是位于锁骨下方的静脉血管。"""
股静脉,股静脉,部位,"""股静脉是位于大腿根部的静脉血管。"""
洗手卫生,洗手卫生,其他治疗,"""洗手卫生是预防感染的基本措施。"""
无菌操作,无菌操作,诊疗技术及设备,"""手术中严格遵守无菌操作原则，是预防感染的关键。""<SEP>""无菌操作是指在进行侵入性操作时遵循的无菌原则，是预防感染的基础。""<SEP>""无菌操作是预防中心静脉导管相关血流感染等医院感染的关键措施，其执行缺陷会导致感染发生。""<SEP>""无菌操作是预防感染的关键技术。""<SEP>""无菌操作是预防SSI的重要措施，通过严格的操作避免感染发生。""<SEP>""预防SSI的重要措施之一。""<SEP>""指在无菌条件下进行的操作。""<SEP>""无菌操作是进行腰穿引流、置管引流等操作时必须遵守的原则，以防止继发感染。"""
氯己定（洗必泰）,氯己定（洗必泰）,西药,"""氯己定（洗必泰）是一种消毒剂，用于皮肤消毒。"""
磺胺嘧啶银,磺胺嘧啶银,西药,"""磺胺嘧啶银是一种外用抗菌药物，用于治疗烧伤和创面感染。""<SEP>""磺胺嘧啶银是一种磺胺类外用抗菌药物，活性成分为银离子，对革兰阳性菌、革兰阴性菌（包括铜绿假单胞菌）有活性，常用于Ⅱ度和Ⅲ度烧伤患者预防感染，可使皮肤染色。"""
原发性炎腹水患者腹膜炎,原发性炎腹水患者腹膜炎,疾病,"""原发性炎腹水患者腹膜炎是发生在腹水患者中的腹膜炎症性疾病。"""
慢性肾,慢性肾,疾病,"""慢性肾（可能指慢性肾脏病）是一种慢性肾脏疾病。"""
产esbl大肠埃希菌,产ESBL大肠埃希菌,病原体,"""产ESBL大肠埃希菌是一种耐药细菌病原体。"""
腹水中性粒细胞计数,腹水中性粒细胞计数,检查,"""腹水中性粒细胞计数是用于评估腹膜炎症程度的实验室检查。"""
多形核白细胞（pmn）,多形核白细胞（PMN）,部位,"""多形核白细胞（PMN）是免疫细胞，在腹膜炎等感染中吞噬细菌，文中提及沉淀腹水会增加其吞噬机会。""<SEP>""多形核白细胞（PMN）是存在于血液和组织中的免疫细胞。"""
数周,数周,流行病学,"""数周是疗程的具体时间范围。"""
留置静脉导管,留置静脉导管,诊疗技术及设备,"""留置静脉导管是一种用于静脉输液或监测的医疗操作。"""
拔除或更换导管,拔除或更换导管,手术治疗,"""拔除或更换导管是处理导管相关感染的治疗措施。"""
拔管,拔管,手术治疗,"""拔管是移除导管的手术操作。"""
皮下隧道感染,皮下隧道感染,疾病,"""皮下隧道感染是发生在皮下隧道部位的感染性疾病。"""
插管部位,插管部位,部位,"""插管部位是导管插入的解剖位置。"""
停用脂肪乳,停用脂肪乳,其他治疗,"""停用脂肪乳是处理与脂肪乳相关感染的治疗措施。"""
病变,病变,部位,"""Lesion is a general term for an area of abnormal tissue, such as in the retina (CMV retinitis) or skin (herpes zoster).""<SEP>""病变是组织或器官的异常变化。"""
